staging.directvplay.com,dtv-cert.tbxnet.com,Subdomain Takeover,High
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2399870968706494121,1838438006049206601,9913530301852295367,209882,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2647773216946632480,14395956015055516117,12637451465124522617,1058750,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2650650695036683661,10541424973033518181,3958574702534333956,470721,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2723272394364136031,17045005558964913328,4831779709737741326,555100,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=277012969903842180,6407483508194411931,9599060857802608494,973261,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2857370476273974338,10384154218219245857,8647235123507906620,391421,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2904555645293069288,4372821063103630978,15021578343476456588,59015,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=2924337216122660577,3509516404851589716,9381469892474219866,312094,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3051044683169004614,17241980205993451332,712956774109077534,135271,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3073607425097868396,17932722632105671740,5673492735438891283,499899,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3155001268512328398,7951386244961080356,13477915904540895668,974278,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=319560093693066366,1190268997397007510,17714161777576920143,555175,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3574684128114170719,7109728375866206060,4467218464775972761,499743,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3670966798004605435,17109034712727942445,14045815653954630967,1056571,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3812220097984805173,8912623930813613226,9629368495432331060,974277,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=3940914017831107718,7988662411863564573,6953271856237149463,584554,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4021234170945445712,9947480347239633238,6976312962956281710,230262,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4132816497230303409,12255847959908228669,649905462329597259,1055702,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4136260605347239016,1404410007806596949,10420457963797459685,1231692,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4137699983037055496,1416113555660118083,7433873325145524746,755204,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=414138494055158183,5357678376242561127,1576954377999467789,853622,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4165231488217068503,1260535751636296692,18170386722784780364,136479,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=417318999752867927,16989322217473220079,17901246466467644195,1057710,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4284991291485924947,512829531915409,8462785429434549676,135274,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4599449425791752776,1359967538700910756,18075858131163425936,470649,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4683568289530061100,16491957919445637771,9646370926156886374,470624,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4815243691402143916,8397985698155914356,6941981181234189476,498057,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=4851494619869898897,10538199052167260836,794762823681945108,499747,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5024350497430973552,5781411708989021824,314685838205702739,673033,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5169590843072700099,7902994970043257716,3445410282701533898,59090,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5382362439309093359,7873707205194314908,1393694309780964738,138101,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5472916314565464902,4359608603767772392,198597648952908544,59300,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5563526573613802693,1423864853153489392,1358786256404205548,59089,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5696862673412940465,12724338810887429202,4336697198574391556,498009,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=573342816544015307,13704601905913484471,8014355432849933179,969635,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5750121668960259989,3207907235382735370,4350628721917917546,135272,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=5788213999336577725,8938079045952977510,12244045686177940366,974275,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6020916291148933776,3841045988407716589,17332287516750587215,217384,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6129392385469956606,4574892903816213055,3536373454351861261,555098,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6305876513703140035,3798824833548951371,9289086440279754531,217383,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6428398478667474439,10494182796995167606,6307046814077536251,971399,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6543854264625163317,6719578687530689038,6451259392527228274,497067,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6611243799987040929,16386194435765382074,3020360966998522349,466810,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=6765748235146511548,5722591845338582472,12008038195923213080,973262,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7009110753191554244,15347267883644880028,18021852752987110847,553964,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7023870696459939408,15029578189258069485,2370362303661112585,498011,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7053192594020137157,15463370899799855132,8196974698536534593,469688,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7305817252743157079,6644447836434187987,15176157502717109176,391447,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7351016995058049483,17854957081434520911,2819154519276160376,496022,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7469289823654154626,2167975667790778140,17075624535603630867,236161,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7474663841542894006,11709069621012716587,7416684092939209881,391420,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7741955332067988370,9264797054639742866,1822206502151739705,59268,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7846545933059190056,15047016288196465411,1052960983432541156,970462,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7906524636629673063,10014622075333429380,14102234483884897660,555190,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=7979225849300768064,13149745720448859509,14965304384897874858,209884,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8154626859437696339,5481025723801421199,12816130783099963614,470624,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8175958216548198387,7699374406294350063,6160406720195310526,230264,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8259850022398278771,16480752744799717732,6573127874807032331,138104,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8298670484274000947,4138070033750669433,4881877780826212882,398583,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8343765479442962863,9269528735727284743,10914265448611538400,495998,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8458993138675545745,11599364473913348321,7811176125746075348,972402,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=851037390446143197,3850310158685709369,7468615884097587509,973237,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8547844751001709460,9009230916917191647,9615051801078264613,853616,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8756478741073712176,9444098809100130644,10149648264850295770,733458,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8835353687937195084,16253961481367438688,10021958446747072476,553962,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8842974566237414627,16041094978342940202,16305629347047090293,974299,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=8903117505786185662,10162068482917035944,13097175361351503499,498009,Phishing,low
www.directvla.com,https://www.directvla.com/_Incapsula_Resource?SWHANEDL=919006493360381064,11073631684944964275,12537634059312171061,499723,Phishing,low
directvla.com,http://directvla.com/%22/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWGgIBDxYCHglpbm5lcmh0bWwFCS9saWdhQkJWQWQCAw9kFgICAw8WAh4EaHJlZgX4Amh0dHA6Ly93d3cuZGlyZWN0di5jb20uYXIvcHJvZ3JhbWFjaW9uL2xpZ2EtZXNwYW5vbGEvaW5kZXg/fi93RVBEd1VKTFRFNU1EY3lPVFl3RDJRV0FnSUREMlFXQWdJREQyUVdCZ0lCRHhZRUhnVmpiR0Z6Y3dVSFkzVnljbVZ1ZEI0SmFXNXVaWEpvZEcxc0JROUtkVzUwWVNCRWFYSmxZM1JwZG1Ga0FnY1BGZ0lmQVFVMFBHRWdhSEpsWmowblkyOTFiblJ5YVdWekxtRnpjSGcvZFhKc1puSnZiVDB2Wlcxd2JHVnZKejVGYlhCc1pXOXpQQzloUG1RQ0NROFdBaDhCQlQ0OFlTQm9jbVZtUFNkamIzVnVkSEpwWlhNdVlYTndlRDkxY214bWNtOXRQUzlqYjI1MFlXTjBaVzV2Y3ljK1EyOXVkTU9oWTNSbGJtOXpQQzloUG1Sa2J3VjBNYmNXZ3VOTC9sTC9GdU5JVWJTRmFqMD1kAgUPZBYCAgMPFgIfAQXdAmh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20/fi93RVBEd1VKTFRFNU1EY3lPVFl3RDJRV0FnSUREMlFXQWdJREQyUVdCZ0lCRHhZRUhnVmpiR0Z6Y3dVSFkzVnljbVZ1ZEI0SmFXNXVaWEpvZEcxc0JROUtkVzUwWVNCRWFYSmxZM1JwZG1Ga0FnY1BGZ0lmQVFVMFBHRWdhSEpsWmowblkyOTFiblJ5YVdWekxtRnpjSGcvZFhKc1puSnZiVDB2Wlcxd2JHVnZKejVGYlhCc1pXOXpQQzloUG1RQ0NROFdBaDhCQlQ0OFlTQm9jbVZtUFNkamIzVnVkSEpwWlhNdVlYTndlRDkxY214bWNtOXRQUzlqYjI1MFlXTjBaVzV2Y3ljK1EyOXVkTU9oWTNSbGJtOXpQQzloUG1Sa2J3VjBNYmNXZ3VOTC9sTC9GdU5JVWJTRmFqMD1kAgcPZBYCAgMPFgIfAQXdAmh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20/fi93RVBEd1VKTFRFNU1EY3lPVFl3RDJRV0FnSUREMlFXQWdJREQyUVdCZ0lCRHhZRUhnVmpiR0Z6Y3dVSFkzVnljbVZ1ZEI0SmFXNXVaWEpvZEcxc0JROUtkVzUwWVNCRWFYSmxZM1JwZG1Ga0FnY1BGZ0lmQVFVMFBHRWdhSEpsWmowblkyOTFiblJ5YVdWekxtRnpjSGcvZFhKc1puSnZiVDB2Wlcxd2JHVnZKejVGYlhCc1pXOXpQQzloUG1RQ0NROFdBaDhCQlQ0OFlTQm9jbVZtUFNkamIzVnVkSEpwWlhNdVlYTndlRDkxY214bWNtOXRQUzlqYjI1MFlXTjBaVzV2Y3ljK1EyOXVkTU9oWTNSbGJtOXpQQzloUG1Sa2J3VjBNYmNXZ3VOTC9sTC9GdU5JVWJTRmFqMD1kAgkPZBYCAgMPFgIfAQXdAmh0dHA6Ly93d3cuZGlyZWN0dmNhcmliYmVhbi5jb20/fi93RVBEd1VKTFRFNU1EY3lPVFl3RDJRV0FnSUREMlFXQWdJREQyUVdCZ0lCRHhZRUhnVmpiR0Z6Y3dVSFkzVnljbVZ1ZEI0SmFXNXVaWEpvZEcxc0JROUtkVzUwWVNCRWFYSmxZM1JwZG1Ga0FnY1BGZ0lmQVFVMFBHRWdhSEpsWmowblkyOTFiblJ5YVdWekxtRnpjSGcvZFhKc1puSnZiVDB2Wlcxd2JHVnZKejVGYlhCc1pXOXpQQzloUG1RQ0NROFdBaDhCQlQ0OFlTQm9jbVZtUFNkamIzVnVkSEpwWlhNdVlYTndlRDkxY214bWNtOXRQUzlqYjI1MFlXTjBaVzV2Y3ljK1EyOXVkTU9oWTNSbGJtOXpQQzloUG1Sa2J3VjBNYmNXZ3VOTC9sTC9,Phishing,low
directvla.com,http://directvla.com/%2fcountries.aspx%3furlfrom%3d%2fcinema,Phishing,low
directvla.com,http://directvla.com/%2fcountries.aspx%3furlfrom%3d%2fdvrscheduler,Phishing,low
directvla.com,http://directvla.com/2.65,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/banner_escuelaplus.jpg,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/directv_es.htm,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/flashobject.js,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/general.css,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/img_prog.gif,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/logo.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/tit_directvla.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/tit_novedades_en.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/tit_novedades_po.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/tit_perfil.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/tit_perfil_en.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/tit_perfil_po.png,Phishing,low
directvla.com,http://directvla.com/DIRECTV_files/title.gif,Phishing,low
directvla.com,http://directvla.com/Microsoft.XMLHTTP,Phishing,low
directvla.com,http://directvla.com/ShockwaveFlash.ShockwaveFlash,Phishing,low
directvla.com,http://directvla.com/_Incapsula_Resource?SWHANEDL=4221955425491713891,1231659243366537487,2898739258387844676,140052,Phishing,low
directvla.com,http://directvla.com/_Incapsula_Resource?SWHANEDL=4959164653845678770,5518031825005434311,15594944725797718843,877801,Phishing,low
directvla.com,http://directvla.com/_Incapsula_Resource?SWHANEDL=7315538047597187378%2C1822747256704024378%2C14045638159938807893%2C511227,Phishing,low
directvla.com,http://directvla.com/_Incapsula_Resource?SWJIYLWA=2977d8d74f63d7f8fedbea018b7a1d05,Phishing,low
directvla.com,http://directvla.com/_Incapsula_Resource?SWJIYLWA=719d34d31c8e3a6e6fffd425f7e032f3,Phishing,low
directvla.com,http://directvla.com/access,Phishing,low
directvla.com,http://directvla.com/ads.txt,Phishing,low
directvla.com,http://directvla.com/application/x-shockwave-flash,Phishing,low
directvla.com,http://directvla.com/application/x-www-form-urlencoded,Phishing,low
directvla.com,http://directvla.com/bbva,Phishing,low
directvla.com,http://directvla.com/cinema,Phishing,low
directvla.com,http://directvla.com/contactenos,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/Rejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/access,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/directvcinemaplus,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/directvcinemaplusbeca,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/directvcinemaplusbecas,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/empleo,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/ligaitaliana,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/undefined,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGSDqhQYQsayFU%20XTAReGMAOiFHbZA==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGSDqhQYQsayFU+XTAReGMAOiFHbZA==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGSwTzh4clojMPx0li6Fm02IfDqQew==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGTyKjf8OEZ%20z7Wxto3alAHqmppNRg==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGTyKjf8OEZ+z7Wxto3alAHqmppNRg==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFWC93RVBEd1VKTlRZd056TTVNVGM1RDJRV0FnSUJEMlFXQWdJQkR4WUNIZ2xwYm01bGNtaDBiV3dGRkM5U1pXcGxZM1JsWkMxQ2VTMVZjbXhUWTJGdVpHUT1kZA==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFdC93RVBEd1VKTlRZd056TTVNVGM1RDJRV0FnSUJEMlFXQWdJQkR4WUNIZ2xwYm01bGNtaDBiV3dGRkM5U1pXcGxZM1JsWkMxQ2VTMVZjbXhUWTJGdVpHU0RxaFFZUXNheUZVIFhUQVJlR01BT2lGSGJaQT09ZGS0l4f6lJXdAhVLXIyRpPsjfqkaug==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFdC93RVBEd1VKTlRZd056TTVNVGM1RDJRV0FnSUJEMlFXQWdJQkR4WUNIZ2xwYm01bGNtaDBiV3dGRkM5U1pXcGxZM1JsWkMxQ2VTMVZjbXhUWTJGdVpHU3dUemg0Y2xvak1QeDBsaTZGbTAySWZEcVFldz09ZGQ1ZtOhM8cJ8Lg7Tty3iFsaxW+wJg==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFdC93RVBEd1VKTlRZd056TTVNVGM1RDJRV0FnSUJEMlFXQWdJQkR4WUNIZ2xwYm01bGNtaDBiV3dGRkM5U1pXcGxZM1JsWkMxQ2VTMVZjbXhUWTJGdVpHU3dUemg0Y2xvak1QeDBsaTZGbTAySWZEcVFldz09ZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZAIDD2QWAgIBDxYCHgNzcmMFHGNvdW50cmllczIuYXNweD91cmxmcm9tPS9uYmFkAh8PFgIfAAUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZAIDD2QWAgIBDxYCHgNzcmMFHGNvdW50cmllczIuYXNweD91cmxmcm9tPS9uYmFkAh8PFgIfAAUYaHR0cDovL2RpcmVjdHZsYS5jb20vbmJhZGSz0pcxMe0ENZwSoLEcNBClr+c9Lw==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUbaHR0cDovL2RpcmVjdHZsYS5jb20vYWNjZXNzZAIDD2QWAgIBDxYCHgNzcmMFH2NvdW50cmllczIuYXNweD91cmxmcm9tPS9hY2Nlc3NkAh8PFgIfAAUbaHR0cDovL2RpcmVjdHZsYS5jb20vYWNjZXNzZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUbaHR0cDovL2RpcmVjdHZsYS5jb20vZW1wbGVvZAIDD2QWAgIBDxYCHgNzcmMFH2NvdW50cmllczIuYXNweD91cmxmcm9tPS9lbXBsZW9kAh8PFgIfAAUbaHR0cDovL2RpcmVjdHZsYS5jb20vZW1wbGVvZGS05asfqdwbQpNE5mFWVwkPa5LMew==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUdaHR0cDovL2RpcmVjdHZsYS5jb20vbGlnYUJCVkFkAgMPZBYCAgEPFgIeA3NyYwUhY291bnRyaWVzMi5hc3B4P3VybGZyb209L2xpZ2FCQlZBZAIfDxYCHwAFHWh0dHA6Ly9kaXJlY3R2bGEuY29tL2xpZ2FCQlZBZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUdaHR0cDovL2RpcmVjdHZsYS5jb20vbGlnYUJCVkFkAgMPZBYCAgEPFgIeA3NyYwUhY291bnRyaWVzMi5hc3B4P3VybGZyb209L2xpZ2FCQlZBZAIfDxYCHwAFHWh0dHA6Ly9kaXJlY3R2bGEuY29tL2xpZ2FCQlZBZGSdo7spQ5VpooYjWLhLUIyKazHf0Q==,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUeaHR0cDovL2RpcmVjdHZsYS5jb20vb25kaXJlY3R2ZAIDD2QWAgIBDxYCHgNzcmMFImNvdW50cmllczIuYXNweD91cmxmcm9tPS9vbmRpcmVjdHZkAh8PFgIfAAUeaHR0cDovL2RpcmVjdHZsYS5jb20vb25kaXJlY3R2ZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUeaHR0cDovL2RpcmVjdHZsYS5jb20vbW92aWVjaXR5ZAIDD2QWAgIBDxYCHgNzcmMFImNvdW50cmllczIuYXNweD91cmxmcm9tPS9tb3ZpZWNpdHlkAh8PFgIfAAUeaHR0cDovL2RpcmVjdHZsYS5jb20vbW92aWVjaXR5ZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/wEPDwUKMTYwODUyODg3MA9kFgICAQ9kFgYCAQ8WAh4EaHJlZgUhaHR0cDovL2RpcmVjdHZsYS5jb20vbGlnYWl0YWxpYW5hZAIDD2QWAgIBDxYCHgNzcmMFJWNvdW50cmllczIuYXNweD91cmxmcm9tPS9saWdhaXRhbGlhbmFkAh8PFgIfAAUhaHR0cDovL2RpcmVjdHZsYS5jb20vbGlnYWl0YWxpYW5hZGQ=,Phishing,low
directvla.com,http://directvla.com/countries.aspx?urlfrom=/youtube-ondirectv,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/Rejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/access,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/cinema,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/contactenos,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/decodificadores,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/directvcinemaplus,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/directvcinemaplusbeca,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/directvcinemaplusbecas,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/dvrscheduler,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/empleo,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/fans,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/kingdom,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/ligaBBVA,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/ligaitaliana,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/manchester,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/moviecity,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/nba,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/nfl,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/ondirectv,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/pnc-cds,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/uefa-champions-league,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGQ=,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGSDqhQYQsayFU%20XTAReGMAOiFHbZA==,Phishing,low
directvla.com,http://directvla.com/countries2.aspx?urlfrom=/wEPDwUJNTYwNzM5MTc5D2QWAgIBD2QWAgIBDxYCHglpbm5lcmh0bWwFFC9SZWplY3RlZC1CeS1VcmxTY2FuZGSwTzh4clojMPx0li6Fm02IfDqQew==,Phishing,low
